ID,Дата проведения матча,Команда Силы Света,Команда Силы Тьмы,Победитель,Победившая сторона
12527,2020-11-30,Shopify Rebellion,Azure Ray,Azure Ray,Силы тьмы
12528,2022-05-15,BetBoom Team,Azure Ray,BetBoom Team,Силы света
12529,2022-03-25,Azure Ray,Gaimin Gladiators,Azure Ray,Силы света
12530,2021-04-15,Gaimin Gladiators,Xtreme Gaming,Gaimin Gladiators,Силы света
12531,2023-10-02,Tundra Esports,Shopify Rebellion,Tundra Esports,Силы света
12532,2021-06-10,Parivision,Team Spirit,Parivision,Силы света
12533,2020-10-30,Gaimin Gladiators,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12534,2022-01-27,Tundra Esports,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
12535,2023-02-14,Parivision,Tundra Esports,Parivision,Силы света
12536,2020-08-02,Team Liquid,BetBoom Team,Team Liquid,Силы света
12537,2021-10-09,Tundra Esports,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
12538,2023-06-07,Tundra Esports,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12539,2022-03-01,Heroic,Team Liquid,Team Liquid,Силы тьмы
12540,2021-12-15,BetBoom Team,Azure Ray,Azure Ray,Силы тьмы
12541,2023-10-01,Azure Ray,Heroic,Heroic,Силы тьмы
12542,2023-01-12,Xtreme Gaming,Tundra Esports,Xtreme Gaming,Силы света
12543,2022-10-19,Xtreme Gaming,Parivision,Parivision,Силы тьмы
12544,2022-06-11,Shopify Rebellion,Tundra Esports,Tundra Esports,Силы тьмы
12545,2022-04-26,Tundra Esports,BetBoom Team,BetBoom Team,Силы тьмы
12546,2022-11-09,Azure Ray,Team Spirit,Azure Ray,Силы света
12547,2020-02-09,Gaimin Gladiators,Tundra Esports,Tundra Esports,Силы тьмы
12548,2023-01-12,Team Liquid,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12549,2022-07-08,Parivision,Heroic,Heroic,Силы тьмы
12550,2022-08-20,Xtreme Gaming,Gaimin Gladiators,Xtreme Gaming,Силы света
12551,2023-03-12,Tundra Esports,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12552,2022-06-12,BetBoom Team,Tundra Esports,BetBoom Team,Силы света
12553,2020-11-12,Parivision,Team Spirit,Team Spirit,Силы тьмы
12554,2022-08-15,Shopify Rebellion,Xtreme Gaming,Shopify Rebellion,Силы света
12555,2023-12-02,Team Spirit,Team Liquid,Team Spirit,Силы света
12556,2023-12-30,Parivision,Azure Ray,Parivision,Силы света
12557,2023-07-01,Team Liquid,Gaimin Gladiators,Team Liquid,Силы света
12558,2022-06-17,BetBoom Team,Azure Ray,BetBoom Team,Силы света
12559,2022-07-26,Gaimin Gladiators,Team Liquid,Team Liquid,Силы тьмы
12560,2022-01-11,Xtreme Gaming,Azure Ray,Azure Ray,Силы тьмы
12561,2020-03-26,Azure Ray,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12562,2023-11-24,Azure Ray,Heroic,Heroic,Силы тьмы
12563,2020-08-18,BetBoom Team,Team Liquid,BetBoom Team,Силы света
12564,2022-07-03,Team Liquid,Team Spirit,Team Liquid,Силы света
12565,2021-08-14,Team Spirit,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
12566,2020-04-12,Team Spirit,Xtreme Gaming,Xtreme Gaming,Силы тьмы
12567,2023-07-13,Team Liquid,Parivision,Parivision,Силы тьмы
12568,2021-09-22,Team Liquid,Heroic,Heroic,Силы тьмы
12569,2022-08-28,Shopify Rebellion,BetBoom Team,Shopify Rebellion,Силы света
12570,2021-09-24,Shopify Rebellion,Team Spirit,Shopify Rebellion,Силы света
12571,2021-02-23,BetBoom Team,Team Spirit,BetBoom Team,Силы света
12572,2021-03-18,Azure Ray,Team Liquid,Team Liquid,Силы тьмы
12573,2020-03-27,Tundra Esports,Xtreme Gaming,Xtreme Gaming,Силы тьмы
12574,2023-09-04,Team Liquid,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12575,2021-09-30,Tundra Esports,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12576,2022-02-14,Heroic,Azure Ray,Azure Ray,Силы тьмы
12577,2023-07-02,BetBoom Team,Shopify Rebellion,BetBoom Team,Силы света
12578,2022-03-21,Parivision,Team Spirit,Parivision,Силы света
12579,2023-12-09,Gaimin Gladiators,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12580,2023-06-29,Heroic,Parivision,Parivision,Силы тьмы
12581,2020-12-30,Azure Ray,BetBoom Team,BetBoom Team,Силы тьмы
12582,2021-05-26,Team Liquid,Shopify Rebellion,Team Liquid,Силы света
12583,2022-07-19,Team Liquid,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
12584,2021-05-30,Team Liquid,Parivision,Team Liquid,Силы света
12585,2020-03-23,Shopify Rebellion,Heroic,Heroic,Силы тьмы
12586,2021-04-16,Shopify Rebellion,Team Spirit,Shopify Rebellion,Силы света
12587,2020-04-01,Shopify Rebellion,Xtreme Gaming,Shopify Rebellion,Силы света
12588,2020-01-09,Shopify Rebellion,Team Liquid,Team Liquid,Силы тьмы
12589,2020-10-28,Team Spirit,Shopify Rebellion,Team Spirit,Силы света
12590,2020-09-19,Heroic,Team Spirit,Team Spirit,Силы тьмы
12591,2022-12-03,Parivision,Team Spirit,Team Spirit,Силы тьмы
12592,2022-03-22,Team Liquid,Xtreme Gaming,Xtreme Gaming,Силы тьмы
12593,2021-08-08,Team Liquid,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12594,2022-08-23,Xtreme Gaming,Gaimin Gladiators,Xtreme Gaming,Силы света
12595,2021-02-13,Xtreme Gaming,Team Liquid,Team Liquid,Силы тьмы
12596,2023-05-13,Parivision,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12597,2023-06-27,Gaimin Gladiators,Heroic,Gaimin Gladiators,Силы света
12598,2021-09-16,Gaimin Gladiators,Shopify Rebellion,Gaimin Gladiators,Силы света
12599,2023-02-04,Parivision,Shopify Rebellion,Parivision,Силы света
12600,2021-11-11,Xtreme Gaming,BetBoom Team,BetBoom Team,Силы тьмы
12601,2020-11-07,Gaimin Gladiators,Xtreme Gaming,Gaimin Gladiators,Силы света
12602,2021-04-26,Parivision,Xtreme Gaming,Parivision,Силы света
12603,2020-11-17,Tundra Esports,Team Liquid,Tundra Esports,Силы света
12604,2022-07-03,Azure Ray,Gaimin Gladiators,Azure Ray,Силы света
12605,2023-04-15,Tundra Esports,Parivision,Parivision,Силы тьмы
12606,2022-05-23,Tundra Esports,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12607,2020-12-27,Shopify Rebellion,Heroic,Heroic,Силы тьмы
12608,2021-02-05,Azure Ray,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12609,2020-04-09,Parivision,Xtreme Gaming,Xtreme Gaming,Силы тьмы
12610,2023-05-04,Heroic,Team Liquid,Team Liquid,Силы тьмы
12611,2022-09-15,Gaimin Gladiators,Xtreme Gaming,Gaimin Gladiators,Силы света
12612,2021-12-11,Xtreme Gaming,Team Liquid,Team Liquid,Силы тьмы
12613,2020-03-11,Shopify Rebellion,Heroic,Heroic,Силы тьмы
12614,2021-01-16,Heroic,Xtreme Gaming,Heroic,Силы света
12615,2022-11-26,Shopify Rebellion,Parivision,Parivision,Силы тьмы
12616,2022-12-07,Xtreme Gaming,Tundra Esports,Xtreme Gaming,Силы света
12617,2020-07-17,Xtreme Gaming,Gaimin Gladiators,Xtreme Gaming,Силы света
12618,2020-09-08,Gaimin Gladiators,Heroic,Gaimin Gladiators,Силы света
12619,2022-02-17,Azure Ray,Team Liquid,Team Liquid,Силы тьмы
12620,2022-11-01,Team Liquid,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
12621,2023-01-31,Heroic,Parivision,Parivision,Силы тьмы
12622,2022-11-27,BetBoom Team,Azure Ray,Azure Ray,Силы тьмы
12623,2023-09-19,Xtreme Gaming,Tundra Esports,Tundra Esports,Силы тьмы
12624,2020-06-30,Gaimin Gladiators,Team Liquid,Team Liquid,Силы тьмы
12625,2021-07-19,Shopify Rebellion,BetBoom Team,Shopify Rebellion,Силы света
12626,2022-05-20,Team Liquid,Azure Ray,Azure Ray,Силы тьмы
12627,2021-08-31,Parivision,Team Liquid,Parivision,Силы света
12628,2023-09-28,Team Spirit,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12629,2023-07-30,BetBoom Team,Xtreme Gaming,BetBoom Team,Силы света
12630,2021-06-11,Azure Ray,Shopify Rebellion,Azure Ray,Силы света
12631,2020-09-10,Xtreme Gaming,Heroic,Heroic,Силы тьмы
12632,2020-05-22,Parivision,Heroic,Parivision,Силы света
12633,2023-04-24,Heroic,Tundra Esports,Heroic,Силы света
12634,2023-05-05,BetBoom Team,Team Spirit,Team Spirit,Силы тьмы
12635,2021-12-03,Xtreme Gaming,Tundra Esports,Tundra Esports,Силы тьмы
12636,2021-02-09,Team Spirit,Team Liquid,Team Liquid,Силы тьмы
12637,2021-02-03,Tundra Esports,BetBoom Team,Tundra Esports,Силы света
12638,2020-03-01,Gaimin Gladiators,Heroic,Heroic,Силы тьмы
12639,2022-08-17,Team Liquid,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12640,2023-02-07,Xtreme Gaming,BetBoom Team,Xtreme Gaming,Силы света
12641,2020-06-09,Azure Ray,Team Spirit,Team Spirit,Силы тьмы
12642,2020-09-13,Tundra Esports,Xtreme Gaming,Xtreme Gaming,Силы тьмы
12643,2021-02-10,Shopify Rebellion,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
12644,2021-01-02,Xtreme Gaming,Tundra Esports,Tundra Esports,Силы тьмы
12645,2023-04-23,Xtreme Gaming,Gaimin Gladiators,Xtreme Gaming,Силы света
12646,2023-11-22,Gaimin Gladiators,Parivision,Parivision,Силы тьмы
12647,2021-03-25,Heroic,Xtreme Gaming,Xtreme Gaming,Силы тьмы
12648,2021-08-25,Team Liquid,Xtreme Gaming,Xtreme Gaming,Силы тьмы
12649,2023-11-26,Team Spirit,Parivision,Team Spirit,Силы света
12650,2021-07-18,Team Liquid,Team Spirit,Team Liquid,Силы света
12651,2022-08-08,Team Liquid,Heroic,Heroic,Силы тьмы
12652,2022-03-25,Team Liquid,BetBoom Team,Team Liquid,Силы света
12653,2021-01-13,Team Liquid,Xtreme Gaming,Team Liquid,Силы света
12654,2020-10-05,Parivision,BetBoom Team,BetBoom Team,Силы тьмы
12655,2023-02-15,BetBoom Team,Parivision,BetBoom Team,Силы света
12656,2023-01-24,Azure Ray,Team Spirit,Azure Ray,Силы света
12657,2021-05-31,Gaimin Gladiators,Team Spirit,Gaimin Gladiators,Силы света
12658,2022-06-20,Parivision,Tundra Esports,Parivision,Силы света
12659,2022-01-05,Shopify Rebellion,Parivision,Parivision,Силы тьмы
12660,2020-02-26,Tundra Esports,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12661,2022-07-30,Azure Ray,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
12662,2022-06-10,Parivision,Tundra Esports,Tundra Esports,Силы тьмы
12663,2020-11-09,Gaimin Gladiators,BetBoom Team,BetBoom Team,Силы тьмы
12664,2022-07-18,Parivision,Xtreme Gaming,Xtreme Gaming,Силы тьмы
12665,2022-01-17,Xtreme Gaming,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12666,2022-09-25,Heroic,Tundra Esports,Tundra Esports,Силы тьмы
12667,2020-06-13,Azure Ray,Xtreme Gaming,Xtreme Gaming,Силы тьмы
12668,2020-11-30,Heroic,BetBoom Team,Heroic,Силы света
12669,2023-08-23,Azure Ray,BetBoom Team,BetBoom Team,Силы тьмы
12670,2021-10-05,BetBoom Team,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12671,2023-06-26,Shopify Rebellion,Team Liquid,Shopify Rebellion,Силы света
12672,2020-12-25,Xtreme Gaming,Team Spirit,Team Spirit,Силы тьмы
12673,2022-12-08,Tundra Esports,Azure Ray,Tundra Esports,Силы света
12674,2023-10-31,Tundra Esports,Parivision,Parivision,Силы тьмы
12675,2021-07-03,Heroic,Azure Ray,Azure Ray,Силы тьмы
12676,2021-02-23,Team Liquid,Heroic,Heroic,Силы тьмы
12677,2021-05-18,Team Spirit,Tundra Esports,Team Spirit,Силы света
12678,2021-01-22,Tundra Esports,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12679,2021-04-30,Tundra Esports,Parivision,Tundra Esports,Силы света
12680,2022-10-22,Xtreme Gaming,Azure Ray,Xtreme Gaming,Силы света
12681,2021-05-31,Xtreme Gaming,Team Liquid,Team Liquid,Силы тьмы
12682,2022-02-09,Team Spirit,Tundra Esports,Team Spirit,Силы света
12683,2022-03-31,Team Spirit,Azure Ray,Team Spirit,Силы света
12684,2020-05-21,Xtreme Gaming,Shopify Rebellion,Xtreme Gaming,Силы света
12685,2022-07-23,Team Liquid,Parivision,Team Liquid,Силы света
12686,2021-08-31,Team Liquid,Team Spirit,Team Spirit,Силы тьмы
12687,2021-12-30,Gaimin Gladiators,Heroic,Gaimin Gladiators,Силы света
12688,2021-04-09,Parivision,Xtreme Gaming,Parivision,Силы света
12689,2021-11-06,Azure Ray,Team Liquid,Azure Ray,Силы света
12690,2020-09-19,Azure Ray,Team Liquid,Team Liquid,Силы тьмы
12691,2023-10-28,Xtreme Gaming,Parivision,Xtreme Gaming,Силы света
12692,2023-02-28,Tundra Esports,BetBoom Team,Tundra Esports,Силы света
12693,2020-12-23,Azure Ray,Shopify Rebellion,Azure Ray,Силы света
12694,2021-09-22,Parivision,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
12695,2023-01-22,Team Spirit,Xtreme Gaming,Xtreme Gaming,Силы тьмы
12696,2021-04-08,Tundra Esports,Heroic,Tundra Esports,Силы света
12697,2021-09-01,Azure Ray,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
12698,2022-11-28,Parivision,Tundra Esports,Tundra Esports,Силы тьмы
12699,2022-11-18,Tundra Esports,BetBoom Team,Tundra Esports,Силы света
12700,2021-07-21,Xtreme Gaming,Parivision,Xtreme Gaming,Силы света
12701,2021-09-06,BetBoom Team,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12702,2023-12-08,Heroic,Parivision,Parivision,Силы тьмы
12703,2023-04-08,Team Spirit,Heroic,Heroic,Силы тьмы
12704,2020-03-02,Xtreme Gaming,Tundra Esports,Xtreme Gaming,Силы света
12705,2020-12-13,BetBoom Team,Tundra Esports,BetBoom Team,Силы света
12706,2023-06-28,Gaimin Gladiators,Parivision,Gaimin Gladiators,Силы света
12707,2021-04-28,Shopify Rebellion,Gaimin Gladiators,Shopify Rebellion,Силы света
12708,2023-08-22,Gaimin Gladiators,Heroic,Heroic,Силы тьмы
12709,2023-03-15,Azure Ray,Team Spirit,Azure Ray,Силы света
12710,2022-09-25,Parivision,Team Liquid,Team Liquid,Силы тьмы
12711,2022-01-25,Azure Ray,Xtreme Gaming,Xtreme Gaming,Силы тьмы
12712,2022-03-01,Gaimin Gladiators,Team Spirit,Gaimin Gladiators,Силы света
12713,2021-03-27,Gaimin Gladiators,Heroic,Heroic,Силы тьмы
12714,2023-08-05,Tundra Esports,Parivision,Tundra Esports,Силы света
12715,2020-04-22,Gaimin Gladiators,Team Liquid,Team Liquid,Силы тьмы
12716,2023-12-01,Team Spirit,Azure Ray,Team Spirit,Силы света
12717,2021-10-27,Azure Ray,Tundra Esports,Azure Ray,Силы света
12718,2020-06-01,Parivision,Xtreme Gaming,Parivision,Силы света
12719,2020-08-12,Azure Ray,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
12720,2020-08-26,Tundra Esports,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12721,2020-03-19,Heroic,Shopify Rebellion,Heroic,Силы света
12722,2023-06-13,Xtreme Gaming,BetBoom Team,BetBoom Team,Силы тьмы
12723,2023-07-22,Gaimin Gladiators,Azure Ray,Gaimin Gladiators,Силы света
12724,2021-10-15,Team Spirit,Xtreme Gaming,Xtreme Gaming,Силы тьмы
12725,2020-01-11,Parivision,Team Liquid,Parivision,Силы света
12726,2020-03-12,Gaimin Gladiators,Parivision,Gaimin Gladiators,Силы света
12727,2023-11-22,Xtreme Gaming,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12728,2021-12-05,Heroic,Xtreme Gaming,Heroic,Силы света
12729,2021-05-24,Xtreme Gaming,Heroic,Xtreme Gaming,Силы света
12730,2022-11-13,Team Liquid,Azure Ray,Team Liquid,Силы света
12731,2021-05-15,Heroic,Team Spirit,Heroic,Силы света
12732,2023-10-04,BetBoom Team,Heroic,Heroic,Силы тьмы
12733,2020-11-26,Xtreme Gaming,BetBoom Team,BetBoom Team,Силы тьмы
12734,2021-07-30,Shopify Rebellion,Team Spirit,Shopify Rebellion,Силы света
12735,2021-09-17,Parivision,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12736,2023-01-25,Parivision,Team Spirit,Team Spirit,Силы тьмы
12737,2023-01-13,Gaimin Gladiators,Heroic,Heroic,Силы тьмы
12738,2021-12-07,Team Liquid,Shopify Rebellion,Shopify Rebellion,Силы тьмы
12739,2023-12-02,Shopify Rebellion,BetBoom Team,BetBoom Team,Силы тьмы
12740,2021-03-06,Team Liquid,BetBoom Team,Team Liquid,Силы света
12741,2022-08-12,Team Liquid,Team Spirit,Team Liquid,Силы света
12742,2022-02-21,Gaimin Gladiators,Parivision,Gaimin Gladiators,Силы света
12743,2020-04-23,Xtreme Gaming,Gaimin Gladiators,Xtreme Gaming,Силы света
12744,2023-04-13,Parivision,BetBoom Team,BetBoom Team,Силы тьмы
12745,2022-11-30,Azure Ray,Team Spirit,Azure Ray,Силы света
12746,2020-02-17,Azure Ray,Parivision,Parivision,Силы тьмы
12747,2023-12-19,Team Spirit,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
12748,2023-10-28,Azure Ray,Heroic,Azure Ray,Силы света
12749,2023-12-02,Team Spirit,Tundra Esports,Tundra Esports,Силы тьмы
12750,2021-03-19,Gaimin Gladiators,Tundra Esports,Gaimin Gladiators,Силы света
12751,2020-08-15,Parivision,Team Liquid,Team Liquid,Силы тьмы
12752,2020-11-28,Tundra Esports,Heroic,Heroic,Силы тьмы
12753,2021-07-07,Tundra Esports,Heroic,Tundra Esports,Силы света
12754,2023-12-05,Tundra Esports,Azure Ray,Tundra Esports,Силы света
12755,2020-04-04,Parivision,Xtreme Gaming,Parivision,Силы света
12756,2021-02-18,Parivision,Heroic,Heroic,Силы тьмы
12757,2020-05-11,Heroic,Parivision,Parivision,Силы тьмы
12758,2022-02-15,Team Spirit,Parivision,Parivision,Силы тьмы
12759,2023-06-27,Azure Ray,BetBoom Team,Azure Ray,Силы света
12760,2020-10-02,Team Liquid,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
12761,2022-11-17,Azure Ray,Heroic,Azure Ray,Силы света
12762,2021-11-01,Parivision,Xtreme Gaming,Parivision,Силы света
12763,2021-06-10,Team Liquid,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
12764,2023-05-20,Tundra Esports,Team Liquid,Team Liquid,Силы тьмы
12765,2023-07-18,BetBoom Team,Gaimin Gladiators,Gaimin Gladiators,Силы тьмы
12766,2021-06-16,Parivision,BetBoom Team,Parivision,Силы света
